cp_eval,white_elo,black_elo,ply,phase,time_control,tc_bucket,clock_remaining,white_clock,black_clock,side_to_move,result,game_id
-12.4,1657,1642,70,endgame,600+0,rapid,,,,white,1.0,synthetic-01336
409.4,1239,1312,12,opening,600+0,rapid,,,,white,1.0,synthetic-01337
429.2,2255,2203,70,endgame,600+0,rapid,,,,white,1.0,synthetic-01338
-230.4,2180,2228,55,middlegame,600+0,rapid,,,,white,0.0,synthetic-01339
-224.2,1481,1520,27,middlegame,600+0,rapid,,,,white,1.0,synthetic-01340
-39.0,1007,1030,52,middlegame,600+0,rapid,,,,white,1.0,synthetic-01341
-53.8,1487,1550,44,middlegame,600+0,rapid,,,,white,0.5,synthetic-01342
127.2,2457,2496,80,endgame,600+0,rapid,,,,white,0.0,synthetic-01343
417.1,877,926,64,endgame,600+0,rapid,,,,white,1.0,synthetic-01344
274.7,1113,1093,78,endgame,600+0,rapid,,,,white,1.0,synthetic-01345
195.2,1617,1620,54,middlegame,600+0,rapid,,,,white,0.5,synthetic-01346
209.7,2597,2580,12,opening,600+0,rapid,,,,white,1.0,synthetic-01347
134.5,1144,1213,75,endgame,600+0,rapid,,,,white,1.0,synthetic-01348
-203.6,1533,1519,28,middlegame,600+0,rapid,,,,white,0.5,synthetic-01349
-594.3,1288,1256,20,opening,600+0,rapid,,,,white,0.0,synthetic-01350
-340.2,1857,1881,36,middlegame,600+0,rapid,,,,white,0.0,synthetic-01351
-140.9,1777,1760,64,endgame,600+0,rapid,,,,white,0.0,synthetic-01352
297.7,1740,1756,50,middlegame,600+0,rapid,,,,white,1.0,synthetic-01353
118.1,1608,1583,21,middlegame,600+0,rapid,,,,white,1.0,synthetic-01354
-337.2,2307,2367,30,middlegame,600+0,rapid,,,,white,0.0,synthetic-01355
-197.0,2191,2153,52,middlegame,600+0,rapid,,,,white,0.0,synthetic-01356
-669.7,1057,1004,79,endgame,600+0,rapid,,,,white,0.0,synthetic-01357
-297.1,1574,1619,13,opening,600+0,rapid,,,,white,0.5,synthetic-01358
193.5,2572,2567,20,opening,600+0,rapid,,,,white,1.0,synthetic-01359
-470.5,2229,2230,13,opening,600+0,rapid,,,,white,0.0,synthetic-01360
233.6,2302,2249,69,endgame,600+0,rapid,,,,white,1.0,synthetic-01361
-101.1,1830,1857,12,opening,600+0,rapid,,,,white,0.0,synthetic-01362
-241.9,2341,2410,35,middlegame,600+0,rapid,,,,white,0.0,synthetic-01363
-147.5,1320,1266,77,endgame,600+0,rapid,,,,white,0.0,synthetic-01364
334.1,1509,1550,54,middlegame,600+0,rapid,,,,white,1.0,synthetic-01365
-138.1,808,839,54,middlegame,600+0,rapid,,,,white,0.0,synthetic-01366
22.2,2260,2244,26,middlegame,600+0,rapid,,,,white,1.0,synthetic-01367
-431.3,1503,1476,80,endgame,600+0,rapid,,,,white,0.0,synthetic-01368
237.3,2471,2511,48,middlegame,600+0,rapid,,,,white,1.0,synthetic-01369
-204.2,1888,1940,77,endgame,600+0,rapid,,,,white,0.0,synthetic-01370
136.1,2239,2296,46,middlegame,600+0,rapid,,,,white,0.0,synthetic-01371
-145.3,1452,1528,9,opening,600+0,rapid,,,,white,0.5,synthetic-01372
-400.4,1949,2028,8,opening,600+0,rapid,,,,white,0.0,synthetic-01373
296.5,2377,2299,52,middlegame,600+0,rapid,,,,white,1.0,synthetic-01374
-49.6,2217,2215,43,middlegame,600+0,rapid,,,,white,0.0,synthetic-01375
178.7,810,868,50,middlegame,600+0,rapid,,,,white,0.0,synthetic-01376
-593.5,2401,2354,26,middlegame,600+0,rapid,,,,white,0.0,synthetic-01377
156.1,1430,1410,77,endgame,600+0,rapid,,,,white,1.0,synthetic-01378
-104.5,1432,1392,67,endgame,600+0,rapid,,,,white,0.0,synthetic-01379
-351.9,2019,2015,70,endgame,600+0,rapid,,,,white,0.0,synthetic-01380
134.6,2522,2459,56,middlegame,600+0,rapid,,,,white,1.0,synthetic-01381
242.5,992,972,59,middlegame,600+0,rapid,,,,white,0.0,synthetic-01382
512.0,1384,1459,28,middlegame,600+0,rapid,,,,white,1.0,synthetic-01383
207.1,1461,1414,48,middlegame,600+0,rapid,,,,white,0.5,synthetic-01384
-6.7,2211,2187,30,middlegame,600+0,rapid,,,,white,0.5,synthetic-01385
44.9,1705,1673,55,middlegame,600+0,rapid,,,,white,1.0,synthetic-01386
-192.2,1276,1213,34,middlegame,600+0,rapid,,,,white,0.0,synthetic-01387
88.4,2608,2530,55,middlegame,600+0,rapid,,,,white,1.0,synthetic-01388
-124.6,1884,1936,45,middlegame,600+0,rapid,,,,white,0.0,synthetic-01389
-39.4,1156,1147,61,endgame,600+0,rapid,,,,white,0.5,synthetic-01390
354.3,2119,2071,34,middlegame,600+0,rapid,,,,white,1.0,synthetic-01391
-530.6,889,841,72,endgame,600+0,rapid,,,,white,0.0,synthetic-01392
31.6,1230,1191,69,endgame,600+0,rapid,,,,white,0.0,synthetic-01393
271.5,2546,2504,48,middlegame,600+0,rapid,,,,white,1.0,synthetic-01394
302.6,1072,992,80,endgame,600+0,rapid,,,,white,1.0,synthetic-01395
-171.9,2046,2013,13,opening,600+0,rapid,,,,white,0.0,synthetic-01396
171.1,1252,1273,57,middlegame,600+0,rapid,,,,white,1.0,synthetic-01397
239.6,2453,2464,39,middlegame,600+0,rapid,,,,white,1.0,synthetic-01398
103.0,816,849,69,endgame,600+0,rapid,,,,white,0.0,synthetic-01399
-49.2,2595,2565,47,middlegame,600+0,rapid,,,,white,1.0,synthetic-01400
-337.1,1809,1866,47,middlegame,600+0,rapid,,,,white,0.0,synthetic-01401
175.4,924,982,69,endgame,600+0,rapid,,,,white,0.5,synthetic-01402
157.8,2433,2506,31,middlegame,600+0,rapid,,,,white,1.0,synthetic-01403
-132.1,2553,2518,52,middlegame,600+0,rapid,,,,white,0.0,synthetic-01404
-146.9,813,791,20,opening,600+0,rapid,,,,white,0.0,synthetic-01405
-437.5,1924,1990,44,middlegame,600+0,rapid,,,,white,0.0,synthetic-01406
398.5,1271,1214,79,endgame,600+0,rapid,,,,white,1.0,synthetic-01407
-231.5,1204,1150,28,middlegame,600+0,rapid,,,,white,0.0,synthetic-01408
-343.1,1597,1576,18,opening,600+0,rapid,,,,white,0.0,synthetic-01409
42.1,788,821,12,opening,600+0,rapid,,,,white,0.5,synthetic-01410
-235.1,1891,1940,19,opening,600+0,rapid,,,,white,1.0,synthetic-01411
-202.5,1163,1161,20,opening,600+0,rapid,,,,white,0.5,synthetic-01412
156.1,1941,1971,30,middlegame,600+0,rapid,,,,white,1.0,synthetic-01413
-342.1,1738,1780,80,endgame,600+0,rapid,,,,white,0.5,synthetic-01414
30.5,1725,1723,42,middlegame,600+0,rapid,,,,white,1.0,synthetic-01415
-332.2,1722,1731,18,opening,600+0,rapid,,,,white,0.0,synthetic-01416
-146.6,1404,1437,14,opening,600+0,rapid,,,,white,0.0,synthetic-01417
5.7,1507,1431,50,middlegame,600+0,rapid,,,,white,0.0,synthetic-01418
302.5,1766,1808,19,opening,600+0,rapid,,,,white,1.0,synthetic-01419
487.8,2382,2341,71,endgame,600+0,rapid,,,,white,1.0,synthetic-01420
174.6,1518,1487,53,middlegame,600+0,rapid,,,,white,1.0,synthetic-01421
-296.6,1957,1914,51,middlegame,600+0,rapid,,,,white,0.5,synthetic-01422
99.8,890,823,30,middlegame,600+0,rapid,,,,white,0.5,synthetic-01423
21.9,1466,1417,9,opening,600+0,rapid,,,,white,0.0,synthetic-01424
329.0,1995,2040,17,opening,600+0,rapid,,,,white,1.0,synthetic-01425
-202.7,1273,1214,46,middlegame,600+0,rapid,,,,white,0.5,synthetic-01426
-162.2,2595,2568,71,endgame,600+0,rapid,,,,white,1.0,synthetic-01427
298.4,2193,2264,69,endgame,600+0,rapid,,,,white,1.0,synthetic-01428
-241.9,1036,1047,13,opening,600+0,rapid,,,,white,0.0,synthetic-01429
-36.7,1173,1163,27,middlegame,600+0,rapid,,,,white,1.0,synthetic-01430
-167.0,1729,1808,78,endgame,600+0,rapid,,,,white,0.0,synthetic-01431
-42.6,2275,2229,67,endgame,600+0,rapid,,,,white,1.0,synthetic-01432
-382.5,1723,1759,64,endgame,600+0,rapid,,,,white,1.0,synthetic-01433
-165.4,2098,2038,11,opening,600+0,rapid,,,,white,0.5,synthetic-01434
14.9,1411,1357,23,middlegame,600+0,rapid,,,,white,0.5,synthetic-01435
-257.0,2272,2288,62,endgame,600+0,rapid,,,,white,0.0,synthetic-01436
226.9,1397,1325,42,middlegame,600+0,rapid,,,,white,1.0,synthetic-01437
319.8,2441,2437,19,opening,600+0,rapid,,,,white,1.0,synthetic-01438
301.8,1441,1419,69,endgame,600+0,rapid,,,,white,0.5,synthetic-01439
-273.2,1325,1343,69,endgame,600+0,rapid,,,,white,0.0,synthetic-01440
104.9,1690,1731,37,middlegame,600+0,rapid,,,,white,0.0,synthetic-01441
191.9,2261,2292,24,middlegame,600+0,rapid,,,,white,1.0,synthetic-01442
-183.4,815,873,79,endgame,600+0,rapid,,,,white,0.5,synthetic-01443
-619.0,2583,2524,78,endgame,600+0,rapid,,,,white,0.0,synthetic-01444
19.4,1613,1685,20,opening,600+0,rapid,,,,white,0.5,synthetic-01445
164.4,2015,2059,46,middlegame,600+0,rapid,,,,white,1.0,synthetic-01446
86.7,2185,2243,41,middlegame,600+0,rapid,,,,white,0.5,synthetic-01447
94.1,2587,2521,26,middlegame,600+0,rapid,,,,white,1.0,synthetic-01448
-311.5,2015,2059,34,middlegame,600+0,rapid,,,,white,0.0,synthetic-01449
-135.0,1256,1227,54,middlegame,600+0,rapid,,,,white,0.5,synthetic-01450
-6.7,1234,1167,10,opening,600+0,rapid,,,,white,0.0,synthetic-01451
-310.9,1759,1726,53,middlegame,600+0,rapid,,,,white,0.0,synthetic-01452
13.5,1477,1487,41,middlegame,600+0,rapid,,,,white,0.5,synthetic-01453
-151.2,1287,1320,8,opening,600+0,rapid,,,,white,1.0,synthetic-01454
-291.1,1428,1488,53,middlegame,600+0,rapid,,,,white,0.0,synthetic-01455
-236.8,2393,2394,28,middlegame,600+0,rapid,,,,white,0.0,synthetic-01456
30.2,840,825,25,middlegame,600+0,rapid,,,,white,0.0,synthetic-01457
61.0,2412,2367,41,middlegame,600+0,rapid,,,,white,0.5,synthetic-01458
191.1,1172,1242,37,middlegame,600+0,rapid,,,,white,1.0,synthetic-01459
-223.4,1915,1841,33,middlegame,600+0,rapid,,,,white,0.0,synthetic-01460
380.1,1681,1659,58,middlegame,600+0,rapid,,,,white,1.0,synthetic-01461
88.7,1572,1502,34,middlegame,600+0,rapid,,,,white,0.0,synthetic-01462
35.9,1945,1972,26,middlegame,600+0,rapid,,,,white,1.0,synthetic-01463
-38.8,1634,1559,12,opening,600+0,rapid,,,,white,0.0,synthetic-01464
-374.5,1059,1011,17,opening,600+0,rapid,,,,white,0.0,synthetic-01465
-564.6,2306,2378,49,middlegame,600+0,rapid,,,,white,0.0,synthetic-01466
-136.6,1983,2005,78,endgame,600+0,rapid,,,,white,0.5,synthetic-01467
-10.4,903,951,70,endgame,600+0,rapid,,,,white,1.0,synthetic-01468
-214.8,1969,1927,52,middlegame,600+0,rapid,,,,white,0.0,synthetic-01469
452.4,2588,2508,48,middlegame,600+0,rapid,,,,white,1.0,synthetic-01470
158.5,2441,2461,74,endgame,600+0,rapid,,,,white,1.0,synthetic-01471
260.6,803,854,78,endgame,600+0,rapid,,,,white,0.0,synthetic-01472
125.7,1667,1737,24,middlegame,600+0,rapid,,,,white,1.0,synthetic-01473
223.1,2564,2524,68,endgame,600+0,rapid,,,,white,1.0,synthetic-01474
-160.0,986,959,48,middlegame,600+0,rapid,,,,white,0.0,synthetic-01475
-379.0,2016,2027,16,opening,600+0,rapid,,,,white,0.0,synthetic-01476
-186.1,1272,1291,31,middlegame,600+0,rapid,,,,white,0.5,synthetic-01477
223.5,1336,1303,36,middlegame,600+0,rapid,,,,white,1.0,synthetic-01478
-256.5,1176,1255,49,middlegame,600+0,rapid,,,,white,0.0,synthetic-01479
-61.0,2407,2408,43,middlegame,600+0,rapid,,,,white,0.5,synthetic-01480
-266.9,1797,1834,79,endgame,600+0,rapid,,,,white,0.5,synthetic-01481
470.0,1257,1255,60,endgame,600+0,rapid,,,,white,1.0,synthetic-01482
-139.4,2540,2536,16,opening,600+0,rapid,,,,white,0.0,synthetic-01483
-18.7,2201,2178,60,endgame,600+0,rapid,,,,white,0.5,synthetic-01484
195.1,1575,1497,21,middlegame,600+0,rapid,,,,white,1.0,synthetic-01485
222.1,2454,2387,61,endgame,600+0,rapid,,,,white,0.5,synthetic-01486
-218.3,2286,2231,59,middlegame,600+0,rapid,,,,white,0.0,synthetic-01487
392.6,2386,2322,49,middlegame,600+0,rapid,,,,white,1.0,synthetic-01488
-45.4,2056,1990,39,middlegame,600+0,rapid,,,,white,1.0,synthetic-01489
98.9,1426,1494,31,middlegame,600+0,rapid,,,,white,0.5,synthetic-01490
-143.7,1427,1420,21,middlegame,600+0,rapid,,,,white,0.5,synthetic-01491
-194.6,2048,2049,53,middlegame,600+0,rapid,,,,white,0.0,synthetic-01492
-479.0,2526,2513,8,opening,600+0,rapid,,,,white,0.0,synthetic-01493
-149.1,1281,1277,68,endgame,600+0,rapid,,,,white,0.5,synthetic-01494
-45.3,1814,1816,69,endgame,600+0,rapid,,,,white,1.0,synthetic-01495
-290.5,2444,2466,40,middlegame,600+0,rapid,,,,white,0.0,synthetic-01496
-87.0,1319,1303,14,opening,600+0,rapid,,,,white,0.0,synthetic-01497
-354.7,790,827,15,opening,600+0,rapid,,,,white,0.0,synthetic-01498
-52.5,1507,1447,49,middlegame,600+0,rapid,,,,white,0.0,synthetic-01499
-354.1,1674,1714,12,opening,600+0,rapid,,,,white,0.0,synthetic-01500
-81.1,1234,1167,43,middlegame,600+0,rapid,,,,white,0.5,synthetic-01501
407.6,1336,1281,21,middlegame,600+0,rapid,,,,white,1.0,synthetic-01502
-289.7,1255,1198,49,middlegame,600+0,rapid,,,,white,0.0,synthetic-01503
-106.9,1213,1214,14,opening,600+0,rapid,,,,white,0.5,synthetic-01504
65.7,998,939,21,middlegame,600+0,rapid,,,,white,1.0,synthetic-01505
-183.8,2546,2498,11,opening,600+0,rapid,,,,white,0.0,synthetic-01506
165.0,1775,1741,38,middlegame,600+0,rapid,,,,white,1.0,synthetic-01507
-33.4,1106,1105,52,middlegame,600+0,rapid,,,,white,0.5,synthetic-01508
112.4,972,920,34,middlegame,600+0,rapid,,,,white,1.0,synthetic-01509
-101.6,1905,1828,69,endgame,600+0,rapid,,,,white,1.0,synthetic-01510
-207.0,2076,2021,45,middlegame,600+0,rapid,,,,white,0.5,synthetic-01511
-1.1,2558,2620,21,middlegame,600+0,rapid,,,,white,0.0,synthetic-01512
82.1,2069,2057,55,middlegame,600+0,rapid,,,,white,1.0,synthetic-01513
-300.3,2439,2495,23,middlegame,600+0,rapid,,,,white,0.0,synthetic-01514
82.7,1708,1705,34,middlegame,600+0,rapid,,,,white,1.0,synthetic-01515
94.7,1133,1094,46,middlegame,600+0,rapid,,,,white,1.0,synthetic-01516
-111.4,1612,1557,79,endgame,600+0,rapid,,,,white,1.0,synthetic-01517
102.1,957,909,37,middlegame,600+0,rapid,,,,white,0.0,synthetic-01518
-119.5,1651,1603,9,opening,600+0,rapid,,,,white,0.0,synthetic-01519
73.1,1537,1478,19,opening,600+0,rapid,,,,white,1.0,synthetic-01520
323.8,1016,947,34,middlegame,600+0,rapid,,,,white,0.0,synthetic-01521
-199.3,2463,2540,11,opening,600+0,rapid,,,,white,0.0,synthetic-01522
232.7,1466,1540,17,opening,600+0,rapid,,,,white,1.0,synthetic-01523
715.3,1592,1613,42,middlegame,600+0,rapid,,,,white,1.0,synthetic-01524
-145.7,2236,2303,61,endgame,600+0,rapid,,,,white,0.0,synthetic-01525
603.9,1361,1394,22,middlegame,600+0,rapid,,,,white,1.0,synthetic-01526
-57.7,2460,2398,59,middlegame,600+0,rapid,,,,white,1.0,synthetic-01527
272.9,1508,1566,63,endgame,600+0,rapid,,,,white,1.0,synthetic-01528
-308.5,1284,1356,58,middlegame,600+0,rapid,,,,white,0.0,synthetic-01529
156.1,1544,1466,22,middlegame,600+0,rapid,,,,white,1.0,synthetic-01530
-419.8,1797,1832,57,middlegame,600+0,rapid,,,,white,1.0,synthetic-01531
-128.5,2535,2461,19,opening,600+0,rapid,,,,white,1.0,synthetic-01532
-52.9,1869,1794,38,middlegame,600+0,rapid,,,,white,1.0,synthetic-01533
337.8,2224,2304,34,middlegame,600+0,rapid,,,,white,1.0,synthetic-01534
228.8,2456,2399,52,middlegame,600+0,rapid,,,,white,1.0,synthetic-01535
247.6,2126,2092,61,endgame,600+0,rapid,,,,white,1.0,synthetic-01536
16.3,2511,2460,34,middlegame,600+0,rapid,,,,white,1.0,synthetic-01537
332.1,1562,1486,42,middlegame,600+0,rapid,,,,white,1.0,synthetic-01538
355.0,2007,1983,13,opening,600+0,rapid,,,,white,1.0,synthetic-01539
185.3,1536,1564,38,middlegame,600+0,rapid,,,,white,1.0,synthetic-01540
-180.6,2172,2106,48,middlegame,600+0,rapid,,,,white,0.0,synthetic-01541
2.4,1150,1108,79,endgame,600+0,rapid,,,,white,0.5,synthetic-01542
242.5,2467,2452,46,middlegame,600+0,rapid,,,,white,1.0,synthetic-01543
-69.4,789,840,60,endgame,600+0,rapid,,,,white,0.5,synthetic-01544
209.4,2580,2515,52,middlegame,600+0,rapid,,,,white,0.0,synthetic-01545
-287.6,943,965,73,endgame,600+0,rapid,,,,white,1.0,synthetic-01546
339.3,2334,2264,55,middlegame,600+0,rapid,,,,white,0.5,synthetic-01547
104.6,2351,2341,25,middlegame,600+0,rapid,,,,white,0.0,synthetic-01548
-11.8,1574,1610,17,opening,600+0,rapid,,,,white,0.0,synthetic-01549
118.5,1772,1757,39,middlegame,600+0,rapid,,,,white,1.0,synthetic-01550
-43.8,1843,1902,20,opening,600+0,rapid,,,,white,0.0,synthetic-01551
-137.4,908,966,25,middlegame,600+0,rapid,,,,white,0.0,synthetic-01552
-71.8,1267,1271,39,middlegame,600+0,rapid,,,,white,0.0,synthetic-01553
173.5,2063,2057,71,endgame,600+0,rapid,,,,white,1.0,synthetic-01554
3.7,1425,1354,26,middlegame,600+0,rapid,,,,white,0.5,synthetic-01555
137.0,1262,1293,79,endgame,600+0,rapid,,,,white,1.0,synthetic-01556
-12.2,989,922,18,opening,600+0,rapid,,,,white,0.5,synthetic-01557
-19.5,2262,2235,18,opening,600+0,rapid,,,,white,1.0,synthetic-01558
68.5,1366,1340,61,endgame,600+0,rapid,,,,white,0.5,synthetic-01559
-132.3,1057,1031,61,endgame,600+0,rapid,,,,white,0.0,synthetic-01560
-332.9,1594,1625,64,endgame,600+0,rapid,,,,white,0.0,synthetic-01561
658.0,2077,2021,65,endgame,600+0,rapid,,,,white,1.0,synthetic-01562
-493.5,1269,1286,60,endgame,600+0,rapid,,,,white,0.5,synthetic-01563
99.4,1117,1172,54,middlegame,600+0,rapid,,,,white,0.0,synthetic-01564
-48.2,1320,1352,72,endgame,600+0,rapid,,,,white,0.5,synthetic-01565
-106.6,1863,1888,10,opening,600+0,rapid,,,,white,0.0,synthetic-01566
375.6,1302,1314,18,opening,600+0,rapid,,,,white,1.0,synthetic-01567
176.4,1244,1221,61,endgame,600+0,rapid,,,,white,1.0,synthetic-01568
-26.6,2477,2463,18,opening,600+0,rapid,,,,white,1.0,synthetic-01569
-289.6,1242,1306,65,endgame,600+0,rapid,,,,white,0.0,synthetic-01570
266.9,938,975,53,middlegame,600+0,rapid,,,,white,0.0,synthetic-01571
-259.7,1672,1718,71,endgame,600+0,rapid,,,,white,0.5,synthetic-01572
347.6,1215,1151,43,middlegame,600+0,rapid,,,,white,1.0,synthetic-01573
41.6,2008,2063,76,endgame,600+0,rapid,,,,white,0.5,synthetic-01574
-90.4,1270,1201,76,endgame,600+0,rapid,,,,white,1.0,synthetic-01575
-290.0,893,914,71,endgame,600+0,rapid,,,,white,1.0,synthetic-01576
144.0,1397,1463,63,endgame,600+0,rapid,,,,white,1.0,synthetic-01577
110.8,1030,1015,46,middlegame,600+0,rapid,,,,white,1.0,synthetic-01578
96.0,1791,1721,25,middlegame,600+0,rapid,,,,white,0.0,synthetic-01579
104.4,1428,1408,33,middlegame,600+0,rapid,,,,white,1.0,synthetic-01580
-93.5,1232,1267,40,middlegame,600+0,rapid,,,,white,1.0,synthetic-01581
38.0,1728,1788,60,endgame,600+0,rapid,,,,white,1.0,synthetic-01582
-14.5,840,848,73,endgame,600+0,rapid,,,,white,0.5,synthetic-01583
27.4,1614,1643,64,endgame,600+0,rapid,,,,white,0.0,synthetic-01584
-302.7,1652,1688,33,middlegame,600+0,rapid,,,,white,0.0,synthetic-01585
437.7,2216,2192,58,middlegame,600+0,rapid,,,,white,1.0,synthetic-01586
253.6,2346,2360,71,endgame,600+0,rapid,,,,white,1.0,synthetic-01587
-112.2,877,876,24,middlegame,600+0,rapid,,,,white,0.0,synthetic-01588
306.7,875,928,59,middlegame,600+0,rapid,,,,white,1.0,synthetic-01589
30.0,1877,1893,49,middlegame,600+0,rapid,,,,white,0.0,synthetic-01590
222.5,1149,1090,42,middlegame,600+0,rapid,,,,white,1.0,synthetic-01591
91.2,1225,1180,59,middlegame,600+0,rapid,,,,white,0.5,synthetic-01592
-424.5,2471,2416,66,endgame,600+0,rapid,,,,white,0.0,synthetic-01593
26.9,1606,1580,37,middlegame,600+0,rapid,,,,white,1.0,synthetic-01594
16.7,1887,1809,24,middlegame,600+0,rapid,,,,white,0.5,synthetic-01595
158.8,1116,1135,75,endgame,600+0,rapid,,,,white,0.5,synthetic-01596
499.8,2589,2523,12,opening,600+0,rapid,,,,white,1.0,synthetic-01597
-77.9,1859,1917,33,middlegame,600+0,rapid,,,,white,0.0,synthetic-01598
420.8,901,977,75,endgame,600+0,rapid,,,,white,1.0,synthetic-01599
-93.2,2017,1990,49,middlegame,600+0,rapid,,,,white,0.0,synthetic-01600
-292.0,1215,1209,69,endgame,600+0,rapid,,,,white,0.0,synthetic-01601
-80.9,1831,1762,67,endgame,600+0,rapid,,,,white,0.5,synthetic-01602
-342.4,1250,1206,77,endgame,600+0,rapid,,,,white,0.0,synthetic-01603
-42.2,2487,2559,60,endgame,600+0,rapid,,,,white,0.5,synthetic-01604
-55.9,2473,2476,8,opening,600+0,rapid,,,,white,1.0,synthetic-01605
291.3,1594,1580,21,middlegame,600+0,rapid,,,,white,0.5,synthetic-01606
-20.7,1309,1290,44,middlegame,600+0,rapid,,,,white,1.0,synthetic-01607
-0.1,1182,1104,36,middlegame,600+0,rapid,,,,white,0.5,synthetic-01608
-158.2,2043,2063,26,middlegame,600+0,rapid,,,,white,1.0,synthetic-01609
-193.8,1551,1481,42,middlegame,600+0,rapid,,,,white,0.5,synthetic-01610
151.4,1203,1222,30,middlegame,600+0,rapid,,,,white,0.0,synthetic-01611
234.7,1357,1402,38,middlegame,600+0,rapid,,,,white,1.0,synthetic-01612
95.0,945,920,77,endgame,600+0,rapid,,,,white,0.5,synthetic-01613
233.4,983,976,10,opening,600+0,rapid,,,,white,1.0,synthetic-01614
165.6,1091,1087,34,middlegame,600+0,rapid,,,,white,0.0,synthetic-01615
-89.2,2030,2089,29,middlegame,600+0,rapid,,,,white,0.0,synthetic-01616
282.7,2630,2553,17,opening,600+0,rapid,,,,white,1.0,synthetic-01617
146.5,1041,1030,71,endgame,600+0,rapid,,,,white,1.0,synthetic-01618
-101.1,1324,1355,64,endgame,600+0,rapid,,,,white,1.0,synthetic-01619
-100.1,1584,1544,17,opening,600+0,rapid,,,,white,0.0,synthetic-01620
94.3,2411,2449,48,middlegame,600+0,rapid,,,,white,0.5,synthetic-01621
-145.9,925,981,44,middlegame,600+0,rapid,,,,white,1.0,synthetic-01622
-257.7,844,784,62,endgame,600+0,rapid,,,,white,0.0,synthetic-01623
-310.4,2331,2400,16,opening,600+0,rapid,,,,white,0.0,synthetic-01624
-52.3,2190,2252,61,endgame,600+0,rapid,,,,white,1.0,synthetic-01625
-412.0,2101,2088,48,middlegame,600+0,rapid,,,,white,0.0,synthetic-01626
-219.0,1848,1865,76,endgame,600+0,rapid,,,,white,1.0,synthetic-01627
178.6,1342,1347,45,middlegame,600+0,rapid,,,,white,0.5,synthetic-01628
64.9,1283,1335,36,middlegame,600+0,rapid,,,,white,1.0,synthetic-01629
-63.2,1774,1839,65,endgame,600+0,rapid,,,,white,0.0,synthetic-01630
-149.6,2396,2344,73,endgame,600+0,rapid,,,,white,0.0,synthetic-01631
58.6,1003,1067,33,middlegame,600+0,rapid,,,,white,0.0,synthetic-01632
-240.7,1625,1558,33,middlegame,600+0,rapid,,,,white,0.0,synthetic-01633
40.0,1203,1235,43,middlegame,600+0,rapid,,,,white,1.0,synthetic-01634
-343.2,2354,2350,78,endgame,600+0,rapid,,,,white,0.0,synthetic-01635
-387.3,1926,1897,56,middlegame,600+0,rapid,,,,white,0.0,synthetic-01636
70.1,2016,1980,20,opening,600+0,rapid,,,,white,1.0,synthetic-01637
165.3,2314,2318,43,middlegame,600+0,rapid,,,,white,0.0,synthetic-01638
172.8,2078,2129,46,middlegame,600+0,rapid,,,,white,0.0,synthetic-01639
-49.4,1818,1889,63,endgame,600+0,rapid,,,,white,1.0,synthetic-01640
134.3,1903,1976,34,middlegame,600+0,rapid,,,,white,0.5,synthetic-01641
508.6,1349,1294,65,endgame,600+0,rapid,,,,white,1.0,synthetic-01642
-242.4,2162,2131,49,middlegame,600+0,rapid,,,,white,0.0,synthetic-01643
-124.2,878,930,54,middlegame,600+0,rapid,,,,white,1.0,synthetic-01644
188.3,2075,2099,54,middlegame,600+0,rapid,,,,white,1.0,synthetic-01645
-312.1,2087,2033,26,middlegame,600+0,rapid,,,,white,0.0,synthetic-01646
-185.6,1668,1591,78,endgame,600+0,rapid,,,,white,0.0,synthetic-01647
-28.3,2279,2338,70,endgame,600+0,rapid,,,,white,0.5,synthetic-01648
-242.2,2519,2531,60,endgame,600+0,rapid,,,,white,1.0,synthetic-01649
143.3,1050,1083,24,middlegame,600+0,rapid,,,,white,1.0,synthetic-01650
-163.1,2110,2124,70,endgame,600+0,rapid,,,,white,0.0,synthetic-01651
-170.9,2037,1999,8,opening,600+0,rapid,,,,white,0.0,synthetic-01652
308.1,2149,2225,61,endgame,600+0,rapid,,,,white,1.0,synthetic-01653
71.8,2012,2055,42,middlegame,600+0,rapid,,,,white,0.5,synthetic-01654
382.7,2355,2433,45,middlegame,600+0,rapid,,,,white,1.0,synthetic-01655
98.3,2068,2088,23,middlegame,600+0,rapid,,,,white,0.0,synthetic-01656
222.4,2275,2236,62,endgame,600+0,rapid,,,,white,1.0,synthetic-01657
130.0,1386,1412,32,middlegame,600+0,rapid,,,,white,0.0,synthetic-01658
87.4,993,961,31,middlegame,600+0,rapid,,,,white,1.0,synthetic-01659
-11.6,1461,1422,49,middlegame,600+0,rapid,,,,white,1.0,synthetic-01660
-183.2,1631,1698,11,opening,600+0,rapid,,,,white,0.0,synthetic-01661
556.5,856,885,56,middlegame,600+0,rapid,,,,white,1.0,synthetic-01662
486.9,1821,1857,12,opening,600+0,rapid,,,,white,1.0,synthetic-01663
-205.4,1217,1254,74,endgame,600+0,rapid,,,,white,1.0,synthetic-01664
-350.5,1704,1678,11,opening,600+0,rapid,,,,white,0.0,synthetic-01665
-170.4,2368,2436,20,opening,600+0,rapid,,,,white,0.0,synthetic-01666
-219.5,2185,2201,67,endgame,600+0,rapid,,,,white,0.0,synthetic-01667
-90.3,1162,1106,11,opening,600+0,rapid,,,,white,0.0,synthetic-01668
19.7,1667,1613,14,opening,600+0,rapid,,,,white,1.0,synthetic-01669
